item_name,item_api_name,effects,trait_granted,unique,num_craftables,num_artifacts,num_radiants,num_supports,num_emblems,num_components,num_tg_items,num_tac_items,num_swords,num_vests,num_pans,num_belts,num_rods,num_cloaks,num_bows,num_gloves,num_spats,num_tears
The Darkin Bow,TFT16_THEDARKINBOW,"{""AD"": 0.30000001192092896, ""AS"": 30.0, ""NumAttacks"": 10, ""{128240db}"": 0.33000001311302185, ""{b28a209b}"": 5.0}",TFT16_DarkinWeapon,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkin Staff,TFT16_THEDARKINSTAFF,"{""AP"": 40, ""ManaRegen"": 1.0, ""ManaSpent"": 20.0, ""{1feb18d6}"": 110.0, ""{25eb2248}"": 50.0, ""{26eb23db}"": 60.0, ""{28eb2701}"": 40.0, ""{29eb2894}"": 90.0, ""{2aeb2a27}"": 100.0, ""{2beb2bba}"": 70.0, ""{2ceb2d4d}"": 80.0, ""{ca76adb3}"": null}",TFT16_DarkinWeapon,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Darkin Scythe,TFT16_THEDARKINSCYTHE,"{""AD"": 0.25, ""AP"": 25.0, ""HealAmount"": null, ""SlashADPercent"": 1.0, ""TickRate"": 4.0, ""{ca84d838}"": 1.5}",TFT16_DarkinWeapon,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tactician's Cape,TFT_ITEM_TACTICIANSRING,"{""MaxArmySizeIncrease"": 1.0, ""PercentGoldChance"": 10.0, ""Timer"": 10.0}",,False,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Eternal Pact,TFT_ITEM_ARTIFACT_ETERNALPACT,"{""AP"": 40.0, ""ManaRegen"": 1.0, ""ShieldDuration"": 10, ""{0dfd943b}"": 6.0, ""{0e5cd677}"": 6.0, ""{368d954c}"": 10.0, ""{814ebf05}"": 40.0, ""{948ead0a}"": 1.5}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zeke's Herald,TFT_ITEM_ZEKESHERALD,"{""AttackSpeed"": 30.0, ""Health"": 150.0, ""HexRange"": 2.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thief's Gloves,TFT_ITEM_THIEFSGLOVES,"{""CritChance"": 20.0, ""Health"": 150.0}",,False,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Guinsoo's Rageblade,TFT_ITEM_GUINSOOSRAGEBLADE,"{""AP"": 10.0, ""AS"": 10.0, ""AttackSpeedPerStack"": 7.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Ionic Spark,TFT_ITEM_IONICSPARK,"{""AP"": 15.0, ""Damage"": 250.0, ""Health"": 250.0, ""HexRange"": 2.0, ""MRShred"": 30.0, ""MagicResist"": 35.0, ""ManaRatio"": 150.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Hellfire Hatchet,TFT_ITEM_ARTIFACT_HELLFIREHATCHET,"{""AD"": 0.20000000298023224, ""Health"": 150, ""MissingHealthPercent"": 0.009999999776482582, ""StatOmnivamp"": 0.20000000298023224, ""{35c8141b}"": 0.009999999776482582, ""{58937909}"": 0.019999999552965164}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sterak's Gage,TFT_ITEM_STERAKSGAGE,"{""AD"": 0.4000000059604645, ""Health"": 300.0, ""HealthThreshold"": 60.0, ""PercentHealthShield"": 0.5, ""ShieldDuration"": 5.0}",,False,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Dragon's Claw,TFT_ITEM_DRAGONSCLAW,"{""HealthRegenInterval"": 2.0, ""ICD"": 0.5, ""MagicResist"": 75.0, ""PercentHealthDamage"": 2.5, ""PercentMaxHP"": 0.09000000357627869}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Lich Bane,TFT_ITEM_ARTIFACT_LICHBANE,"{""AP"": 55.0, ""AS"": 10.0, ""{9b6d43b2}"": 600.0, ""{9d6d46d8}"": 600.0, ""{9e6d486b}"": 600.0, ""{9f6d49fe}"": 450.0, ""{a06d4b91}"": 525.0, ""{a16d4d24}"": 240.0, ""{a26d4eb7}"": 320.0, ""{a46d51dd}"": 240.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Striker's Flail,TFT_ITEM_POWERGAUNTLET,"{""AS"": 10.0, ""BuffDamageAmp"": 0.05000000074505806, ""CritChance"": 20.0, ""Duration"": 5.0, ""Health"": 150.0, ""MaxStacks"": 4.0, ""{1543aa48}"": 0.10000000149011612}",,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Forbidden Idol,TFT_ITEM_ARTIFACT_FORBIDDENIDOL,"{""Armor"": 25.0, ""Health"": 200.0, ""MagicResist"": 25.0, ""PercentShieldConversion"": 50.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirrored Persona,TFT_ITEM_ARTIFACT_MIRROREDPERSONA,"{""AD"": 0.10000000149011612, ""AP"": 10.0, ""AS"": 10.0, ""Armor"": 10.0, ""Health"": 100.0, ""MagicResist"": 10.0, ""NumCombats"": 6, ""{e8aa04a7}"": 0.15000000596046448}",,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fishbones,TFT_ITEM_ARTIFACT_FISHBONES,"{""AD"": 0.5, ""AS"": 50.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gargoyle Stoneplate,TFT_ITEM_GARGOYLESTONEPLATE,"{""Armor"": 25.0, ""ArmorPerEnemy"": 10.0, ""Health"": 100.0, ""MRPerEnemy"": 10.0, ""MagicResist"": 25.0, ""SizeIncrease"": 0.07500000298023224, ""{4dc0582f}"": 20.0}",,False,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Titanic Hydra,TFT_ITEM_ARTIFACT_TITANICHYDRA,"{""AD"": 0.20000000298023224, ""AS"": 20.0, ""Health"": 300.0, ""PercentAttackDamageSplash"": 8.0, ""PercentMaxHealthSplash"": 3.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bramble Vest,TFT_ITEM_BRAMBLEVEST,"{""1StarAoEDamage"": 100.0, ""2StarAoEDamage"": 100.0, ""3StarAoEDamage"": 100.0, ""4StarAoEDamage"": 100.0, ""Armor"": 65.0, ""AutoDamageReduction"": 0.05000000074505806, ""ICD"": 2.0, ""PercentMaxHP"": 0.09000000357627869, ""{6688a0d5}"": 100.0}",,False,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Chain Vest,TFT_ITEM_CHAINVEST,"{""Armor"": 20.0}",,False,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Aegis of Dusk,TFT_ITEM_ARTIFACT_AEGISOFDUSK,"{""Health"": 200, ""MagicResist"": 70, ""TickRate"": 3.0, ""{3b2c7ef3}"": 0.5, ""{422c89f8}"": 0.15000000596046448, ""{442c8d1e}"": 0.25, ""{452c8eb1}"": 0.20000000298023224, ""{462c9044}"": 0.3499999940395355, ""{472c91d7}"": 0.30000001192092896, ""{482c936a}"": 0.44999998807907104, ""{492c94fd}"": 0.4000000059604645, ""{a87b8485}"": 5.0, ""{e8c7f65e}"": 1.5}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unending Despair,TFT_ITEM_ARTIFACT_UNENDINGDESPAIR,"{""Armor"": 40.0, ""Health"": 350.0, ""PercentDamage"": 150.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eternal Winter,TFT4_ITEM_ORNNETERNALWINTER,"{""Armor"": 20.0, ""AttackSpeedSlowPercent"": 20.0, ""FreezeCooldown"": 15.0, ""FreezeDuration"": 1.5, ""Health"": 200.0, ""NumApplications"": 7.0, ""SlowDuration"": 1.5}",,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Recurve Bow,TFT_ITEM_RECURVEBOW,"{""AS"": 10.0}",,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Giant Slayer,TFT_ITEM_MADREDSBLOODRAZOR,"{""AD"": 0.15000000596046448, ""AP"": 15.0, ""AS"": 15.0, ""DamageAmp"": 0.15000000596046448, ""{1543aa48}"": 0.15000000596046448, ""{abb9f4ce}"": 25.0}",,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Mending Echoes,TFT_ITEM_ARTIFACT_MENDINGECHOES,"{""Health"": 200.0, ""IncreasedHealing"": 0.25, ""ManaRegen"": 2.0, ""{52e674a9}"": 0.4000000059604645}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obsidian Cleaver,TFT4_ITEM_ORNNOBSIDIANCLEAVER,"{""Duration"": 15.0, ""Health"": 150.0, ""Shred"": 30.0, ""TeamAD"": 0.07999999821186066, ""TeamAP"": 8.0}",,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunfire Cape,TFT_ITEM_REDBUFF,"{""Armor"": 20.0, ""BonusPercentHP"": 0.07999999821186066, ""BurnDuration"": 10.0, ""BurnPercent"": 1.0, ""GrievousWoundsPercent"": 33.0, ""Health"": 150.0, ""HexRange"": 2.0, ""ICD"": 2.0, ""MonsterCap"": 100.0}",,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Virtue of the Martyr,TFT_ITEM_RADIANTVIRTUE,"{""HealTickRate"": 5.0, ""Health"": 150.0, ""MaxHeal"": 1000.0, ""MaxHealthHeal"": 7.0, ""NumBonusHeals"": 2.0, ""PostDeathDuration"": 15.0, ""TOOLTIPEmpoweredHeal"": 14.0, ""{484836f3}"": 200.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hand Of Justice,TFT_ITEM_UNSTABLECONCOCTION,"{""AD_NotStatBar"": 0.15000000596046448, ""AP_NotStatBar"": 15.0, ""CritChance"": 20.0, ""HealthThreshold"": 0.5, ""ManaRegen"": 1.0, ""StatOmnivamp_NotStatBar"": 0.11999999731779099, ""{f23e83fc}"": 2.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Edge of Night,TFT_ITEM_GUARDIANANGEL,"{""AD"": 0.10000000149011612, ""AP"": 10.0, ""AS"": 15.0, ""Armor"": 20.0, ""DamageReduction"": 100.0, ""HealthThreshold"": 60.0, ""StealthDuration"": 1.0}",,False,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tear of the Goddess,TFT_ITEM_TEAROFTHEGODDESS,"{""ManaRegen"": 1.0}",,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zhonya's Paradox,TFT4_ITEM_ORNNZHONYASPARADOX,"{""AP"": 25.0, ""Armor"": 25.0, ""InvulnDuration"": 3.0, ""MagicResist"": 25.0, ""PercentHealthThreshold"": 40.0}",,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Negatron Cloak,TFT_ITEM_NEGATRONCLOAK,"{""MagicResist"": 20.0}",,False,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Titan's Resolve,TFT_ITEM_TITANSRESOLVE,"{""AS"": 10.0, ""Armor"": 20.0, ""StackCap"": 25.0, ""StackedAmp"": 0.10000000149011612, ""StackingAD"": 0.019999999552965164, ""StackingSP"": 2.0}",,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Knight's Vow,TFT_ITEM_SUPPORTKNIGHTSVOW,"{""AllyHealth"": 200.0, ""Health"": 50.0, ""HexRange"": 1.0, ""Omnivamp"": 0.15000000596046448, ""Resists"": null}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luden's Tempest,TFT_ITEM_ARTIFACT_LUDENSTEMPEST,"{""AD"": 0.5, ""AP"": 50.0, ""BaseDamage"": 100.0, ""PercentOfOverkill"": 100.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectral Cutlass,TFT_ITEM_ARTIFACT_SPECTRALCUTLASS,"{""AD"": 0.4000000059604645, ""CritChance"": 20.0, ""Duration"": 8.0, ""Health"": 300}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kraken's Fury,TFT_ITEM_RUNAANSHURRICANE,"{""AD"": 0.10000000149011612, ""ADOnAttack"": 0.03500000014901161, ""AS"": 10.0, ""ASCapstone"": 0.30000001192092896, ""MagicResist"": 20.0, ""MaxStacks"": 15.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Sparring Gloves,TFT_ITEM_SPARRINGGLOVES,"{""CritChance"": 20.0}",,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Rapid Firecannon,TFT_ITEM_ARTIFACT_RAPIDFIRECANNON,"{""AS"": 65.0, ""{1543aa48}"": 0.05000000074505806}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloodthirster,TFT_ITEM_BLOODTHIRSTER,"{""AD"": 0.20000000298023224, ""AP"": 20.0, ""HealthThreshold"": 40.0, ""LifeSteal"": 20.0, ""MagicResist"": 20.0, ""ShieldDuration"": 5.0, ""ShieldHealthPercent"": 25.0, ""StatOmnivamp"": 0.20000000298023224}",,False,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Statikk Shiv,TFT_ITEM_ARTIFACT_STATIKKSHIV,"{""AP"": 15.0, ""APScalar"": 0.4000000059604645, ""AS"": 50.0, ""Damage"": 30.0, ""NumTargets"": 4.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper's Focus,TFT9_ITEM_ORNNHORIZONFOCUS,"{""AD"": 0.20000000298023224, ""AP"": 20.0, ""AS"": 20.0, ""DamageAmpPerHex"": 0.4000000059604645, ""HexRangeIncrease"": null, ""HexRequirement"": 4.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unstable Treasure Chest,TFT_ITEM_UNSTABLETREASURECHEST,"{""Health"": 150.0, ""ItemsGranted"": 4.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Archangel's Staff,TFT_ITEM_ARCHANGELSSTAFF,"{""AP"": 30.0, ""APPerInterval"": 20.0, ""IntervalSeconds"": 5.0, ""ManaRegen"": 1.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Aegis of Dawn,TFT_ITEM_ARTIFACT_AEGISOFDAWN,"{""Armor"": 50.0, ""Health"": 200, ""TickRate"": 3.0, ""{3b2c7ef3}"": 0.5, ""{422c89f8}"": 0.15000000596046448, ""{442c8d1e}"": 0.25, ""{452c8eb1}"": 0.20000000298023224, ""{462c9044}"": 0.3499999940395355, ""{472c91d7}"": 0.30000001192092896, ""{482c936a}"": 0.44999998807907104, ""{492c94fd}"": 0.4000000059604645, ""{cfe9303b}"": 5.0, ""{d24ef9a5}"": 1.5}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawncore,TFT_ITEM_ARTIFACT_DAWNCORE,"{""AD"": 0.10000000149011612, ""AP"": 10.0, ""FlatManaReduction"": 10.0, ""MinimumTotalMana"": 10.0, ""ReductionPerCast"": 0.10000000149011612}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crown of Demacia,TFT9_ITEM_CROWNOFDEMACIA,"{""ADandAPPerTick"": 10.0, ""AS"": 30.0, ""HealTickRate"": 2.0, ""HealingPercentPerTickPerStage"": 3.0, ""Health"": 300.0}",,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Eternal Flame,TFT_ITEM_ETERNALFLAME,"{""BonusDamage"": 0.07999999821186066, ""DamageAmp"": 0.07999999821186066, ""Health"": 150.0, ""TOOLTIPWoundAmount"": 33.0, ""WoundDuration"": 5.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lightshield Crest,TFT_ITEM_ARTIFACT_LIGHTSHIELDCREST,"{""Armor"": 55.0, ""MagicResist"": 55.0, ""PercentOfResists"": 70.0, ""ShieldDuration"": 5.0, ""TriggerRate"": 3.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Death's Defiance,TFT4_ITEM_ORNNDEATHSDEFIANCE,"{""AD"": 0.25, ""AS"": 15.0, ""Armor"": 40.0, ""BaseHeal"": 25.0, ""BleedDuration"": 4.0, ""IgnorePainPercent"": 50.0, ""StatOmnivamp"": 0.25}",,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spear of Shojin,TFT_ITEM_SPEAROFSHOJIN,"{""AD"": 0.15000000596046448, ""AP"": 15.0, ""FlatManaRestore"": 5.0, ""ManaRegen"": 1.0}",,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Evenshroud,TFT_ITEM_SPECTRALGAUNTLET,"{""ARReductionAmount"": 30.0, ""BonusResistDuration"": 15.0, ""BonusResists"": 25.0, ""Health"": 250.0, ""HexRange"": 2.0, ""MagicResist"": 20.0}",,False,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Spatula,TFT_ITEM_SPATULA,"{""{fe9818ef}"": 5.0}",,False,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Blacksmith's Gloves,TFT9_ITEM_ORNNPROTOTYPEFORGE,"{""CritChance"": 30.0, ""Health"": 200.0}",,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Blighting Jewel,TFT_ITEM_ARTIFACT_BLIGHTINGJEWEL,"{""AP"": 60.0, ""ICD"": 0.5, ""MRReduction"": 2.0, ""ManaGain"": 2.0, ""ManaRegen"": 2.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talisman Of Ascension,TFT_ITEM_ARTIFACT_TALISMANOFASCENSION,"{""AD"": 0.20000000298023224, ""AP"": 20.0, ""DamageAmp"": 1.2000000476837158, ""DamageIncreasePercent"": 120.0, ""Health"": 600.0, ""MaxHealthPercent"": 100.0, ""Seconds"": 22.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Infinity Force,TFT4_ITEM_ORNNINFINITYFORCE,"{""AD"": 0.30000001192092896, ""AP"": 30.0, ""AS"": 30.0, ""Armor"": 30.0, ""Health"": 300.0, ""MagicResist"": 30.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Locket of the Iron Solari,TFT_ITEM_LOCKETOFTHEIRONSOLARI,"{""BonusResists"": 20.0, ""Health"": 150.0, ""HexRange"": 2.0, ""ShieldDuration"": 20.0, ""ShieldValue"": 250.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nashor's Tooth,TFT_ITEM_LEVIATHAN,"{""AP"": 15.0, ""AS"": 10.0, ""BaseManaOnHit"": 2, ""CritChance"": 20.0, ""Health"": 150.0, ""ManaOnCrit"": 4.0}",,False,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Suspicious Trench Coat,TFT_ITEM_ARTIFACT_SUSPICIOUSTRENCHCOAT,"{""AS"": 15.0, ""Health"": 100.0, ""PercentHealthOfCopies"": 33.0, ""PercentHealthTrigger"": 60.0}",,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morellonomicon,TFT_ITEM_MORELLONOMICON,"{""AP"": 20.0, ""BurnDuration"": 10.0, ""BurnPercent"": 1.0, ""GrievousWoundsPercent"": 33.0, ""Health"": 150.0, ""ManaRegen"": 1.0, ""MonsterCap"": 100.0, ""TicksPerSecond"": 1.0}",,False,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Red Buff,TFT_ITEM_RAPIDFIRECANNON,"{""AS"": 45.0, ""BonusDamage"": 0.05999999865889549, ""BurnPercent"": 1.0, ""Duration"": 5.0, ""HealingReductionPct"": 33.0, ""HexRangeIncrease"": 1.0, ""{1543aa48}"": 0.029999999329447746, ""{9f5117db}"": 100.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Crownguard,TFT_ITEM_CROWNGUARD,"{""AP"": 20.0, ""Armor"": 20.0, ""Health"": 100.0, ""ShieldBonusAP"": 25.0, ""ShieldDuration"": 8.0, ""ShieldSize"": 25.0}",,False,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
B.F. Sword,TFT_ITEM_BFSWORD,"{""AD"": 0.10000000149011612}",,False,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Mittens,TFT_ITEM_ARTIFACT_MITTENS,"{""AS"": 75.0, ""PercentDR"": 25.0, ""{1543aa48}"": 0.15000000596046448}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adaptive Helm,TFT_ITEM_ADAPTIVEHELM,"{""BacklineADAP"": 15.0, ""FrontlineResists"": 45.0, ""MagicResist"": 20.0, ""ManaPercIncrease"": 0.15000000596046448, ""ManaRegen"": 3.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Deathfire Grasp,TFT9_ITEM_ORNNDEATHFIREGRASP,"{""AP"": 30.0, ""ManaRegen"": 2.0, ""PercentMaxHealthDamage"": 40.0, ""RepeatTime"": 13.0, ""{1543aa48}"": 0.25}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flickerblades,TFT_ITEM_ARTIFACT_NAVORIFLICKERBLADES,"{""ADPerBonus"": 0.019999999552965164, ""AP"": 10.0, ""APPerBonus"": 2.0, ""AS"": 12.0, ""ASPerStack"": 0.05000000074505806, ""StacksPerBonus"": 5.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Buff,TFT_ITEM_BLUEBUFF,"{""AD"": 0.15000000596046448, ""AP"": 15.0, ""ManaRegen"": 5.0, ""ModifiedADAP"": 0.10000000149011612}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Corrupt Vampiric Scepter,TFT_ITEM_ARTIFACT_CURSEDVAMPIRICSCEPTER,"{""AS"": 60.0, ""PercentDamage"": 60.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Whisper,TFT_ITEM_LASTWHISPER,"{""AD"": 0.15000000596046448, ""AS"": 20.0, ""ArmorBreakDuration"": 3.0, ""ArmorReductionPercent"": 30.0, ""CritChance"": 20.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Jeweled Gauntlet,TFT_ITEM_JEWELEDGAUNTLET,"{""AP"": 35.0, ""CritChance"": 35.0, ""CritDamageToGive"": 0.10000000149011612}",,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Giant's Belt,TFT_ITEM_GIANTSBELT,"{""Health"": 150.0}",,False,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Wit's End,TFT_ITEM_ARTIFACT_WITSEND,"{""AS"": 25.0, ""Armor"": 20.0, ""Health"": 400.0, ""MagicResist"": 20.0, ""PercentHealing"": 30.0, ""{54f90860}"": 85.0, ""{55f909f3}"": 65.0, ""{56f90b86}"": 100.0, ""{57f90d19}"": 100.0, ""{58f90eac}"": 30.0, ""{5af911d2}"": 45.0, ""{5bf91365}"": 30.0, ""{61f91cd7}"": 100.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Needlessly Large Rod,TFT_ITEM_NEEDLESSLYLARGEROD,"{""AP"": 10.0}",,False,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Horizon Focus,TFT_ITEM_ARTIFACT_HORIZONFOCUS,"{""Armor"": 20.0, ""Health"": 250.0, ""MagicResist"": 20.0, ""ManaRegen"": 2.0, ""PercentHealthDamage"": 30.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Randuin's Omen,TFT4_ITEM_ORNNRANDUINSSANCTUM,"{""BonusDefense"": 30.0, ""Health"": 150.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steadfast Heart,TFT_ITEM_NIGHTHARVESTER,"{""Armor"": 20.0, ""BaseDurability"": 0.10000000149011612, ""CritChance"": 20.0, ""EmpoweredDurability"": 0.18000000715255737, ""Health"": 250.0, ""ThresholdForEmpower"": 0.5}",,False,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Prowler's Claw,TFT_ITEM_ARTIFACT_PROWLERSCLAW,"{""AD"": 0.3499999940395355, ""CritChance"": 45.0, ""CritDamageBonusPercent"": 50.0, ""Health"": 200.0, ""HexRange"": 4.0}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonstone Renewer,TFT_ITEM_MOONSTONE,"{""BaseShieldAmount"": 55.0, ""Health"": 150.0, ""MaxShield"": 325.0, ""ShieldDuration"": 4.0, ""ShieldRate"": 4.0, ""ShieldTargets"": 2.0, ""{f4f7ff53}"": 45.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frying Pan,TFT_ITEM_FRYINGPAN,{},,False,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Tactician's Crown,TFT_ITEM_FORCEOFNATURE,"{""MaxArmySizeIncrease"": 1.0, ""PercentGoldChance"": 10.0}",,False,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Aegis of the Legion,TFT_ITEM_AEGISOFTHELEGION,"{""ASBuff"": 25.0, ""BonusResists"": 15.0, ""BuffDuration"": 12.0, ""Health"": 150.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quicksilver,TFT_ITEM_QUICKSILVER,"{""AS"": 15.0, ""CritChance"": 20.0, ""MagicResist"": 20.0, ""ProcAttackSpeed"": 0.029999999329447746, ""SpellShieldDuration"": 18.0}",,False,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Deathblade,TFT_ITEM_DEATHBLADE,"{""AD"": 0.550000011920929, ""BonusDamage"": 0.10000000149011612, ""{1543aa48}"": 0.10000000149011612}",,False,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Chalice of Power,TFT_ITEM_CHALICE,"{""BonusInitialMana"": 10.0, ""ChaliceAP"": 25.0, ""Health"": 150.0, ""HexRange"": 2.0, ""{9fd37c1c}"": 60.0}",,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Void Gauntlet,TFT_ITEM_ARTIFACT_VOIDGAUNTLET,"{""Health"": 300, ""HexRadius"": 4, ""{b71e6a31}"": 0.019999999552965164, ""{cd951938}"": 0.10000000149011612, ""{f01b7307}"": 0.25}",,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silvermere Dawn,TFT_ITEM_ARTIFACT_SILVERMEREDAWN,"{""AD"": 1.399999976158142, ""Armor"": 80.0, ""AttackSpeedCap"": 0.5, ""MagicResist"": 80.0, ""ManaConversion"": null, ""StunDuration"": 0.800000011920929}",,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tactician's Shield,TFT_ITEM_TACTICIANSSCEPTER,"{""MaxArmySizeIncrease"": 1.0, ""PercentGoldChance"": 10.0}",,False,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
